total_words,french,english,arabic_script,tunisian_latin,technical_codes,tech_details,unknown,word_details,identified_tech_codes,average_confidence,ticket_id,title,confidence,confidence_bin,dominant_language
19,3,15,0,0,1,{'ports': 1},0,"[{'word': 'Docker', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'container', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'unreachable', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Hello', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'IT', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'I', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'deployed', 'language': 'english', 'confidence': 70, 'is_technical': False}, {'word': 'a', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'container', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'with', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Docker', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'but', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'the', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'service', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'is', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'unreachable', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'on', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'port', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '8080', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}]",{'ports': ['port 8080']},96.84,106,Docker container unreachable,96.84,Excellente (95-100%),Anglais
15,15,0,0,0,0,{},0,"[{'word': 'Mot', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'de', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'passe', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'oublié', 'language': 'french', 'confidence': 85, 'is_technical': False}, {'word': ""J'ai"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'oublié', 'language': 'french', 'confidence': 85, 'is_technical': False}, {'word': 'mon', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'mot', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'de', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'passe', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Windows', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'pouvez', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'vous', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'réinitialiser', 'language': 'french', 'confidence': 90, 'is_technical': False}]",{},91.33,3,Mot de passe oublié,91.33,Bonne (85-95%),Français
16,15,0,0,1,0,{},0,"[{'word': 'Problème', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'clavier', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'clavier', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'de', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'mon', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'portable', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'ne', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'fonctionne', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'plus', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'correctement', 'language': 'french', 'confidence': 72, 'is_technical': False}, {'word': 'certaines', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'touches', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'ne', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'répondent', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'pas', 'language': 'french', 'confidence': 90, 'is_technical': False}]",{},90.75,7,Problème clavier,90.75,Bonne (85-95%),Français
10,6,2,0,2,0,{},0,"[{'word': 'Password', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'reset', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'N7eb', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'na3mel', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'reset', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'l', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'mot', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'de', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'passe', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Windows', 'language': 'french', 'confidence': 90, 'is_technical': False}]",{},94.0,34,Password reset,94.0,Bonne (85-95%),Français
13,7,3,0,0,1,{'it_abbreviation': 1},2,"[{'word': 'BOOTMGR', 'language': 'unknown', 'confidence': 17, 'is_technical': False}, {'word': 'missing', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Mon', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'PC', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'affiche', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'BOOTMGR', 'language': 'unknown', 'confidence': 17, 'is_technical': False}, {'word': 'is', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'missing', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'je', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'ne', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'peux', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'pas', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'démarrer', 'language': 'french', 'confidence': 100, 'is_technical': False}]",{},84.92,39,BOOTMGR missing,84.92,Moyenne (70-85%),Français
13,7,3,0,0,1,{'it_abbreviation': 1},2,"[{'word': 'BOOTMGR', 'language': 'unknown', 'confidence': 17, 'is_technical': False}, {'word': 'missing', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Mon', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'PC', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'affiche', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'BOOTMGR', 'language': 'unknown', 'confidence': 17, 'is_technical': False}, {'word': 'is', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'missing', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'je', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'ne', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'peux', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'pas', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'démarrer', 'language': 'french', 'confidence': 100, 'is_technical': False}]",{},84.92,153,BOOTMGR missing,84.92,Moyenne (70-85%),Français
34,2,4,17,2,9,"{'ports': 7, 'it_abbreviation': 2}",0,"[{'word': 'خطأ', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'Windows', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Server', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': '2022', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'أهلا', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'وسهلا', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'Windows', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Server', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': '2022', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'يعطي', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'Event', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'ID', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '4625', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'كثير', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'Security', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Log', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'محاولات', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'دخول', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'فاشلة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'من', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'IP', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': '203', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '45', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '67', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '89', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'هل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'هذا', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'هجوم', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'محتاجة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نحجب', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'هذا', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'IP', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}]","{'versions': ['203.45.67.89'], 'ip_addresses': ['203.45.67.89'], 'ports': ['2022', '89', '67', '45', '203', '4625']}",98.82,178,خطأ في Windows Server 2022,98.82,Excellente (95-100%),Arabe
54,6,29,2,9,2,{'ports': 2},6,"[{'word': 'Fortinet', 'language': 'unknown', 'confidence': 26, 'is_technical': False}, {'word': 'FortiGate', 'language': 'unknown', 'confidence': 23, 'is_technical': False}, {'word': 'مشاكل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'bandwidth', 'language': 'english', 'confidence': 55, 'is_technical': False}, {'word': 'WiFi', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'issues', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'kifkom', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'team', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Multiple', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'issues', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'today', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Fortinet', 'language': 'unknown', 'confidence': 26, 'is_technical': False}, {'word': 'FortiGate', 'language': 'unknown', 'confidence': 23, 'is_technical': False}, {'word': '200E', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'firmware', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '7', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': '2', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': '3', 'language': 'tunisian_latin', 'confidence': 80, 'is_technical': False}, {'word': 'shows', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'bandwidth', 'language': 'english', 'confidence': 55, 'is_technical': False}, {'word': 'utilization', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '95', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'constantly', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'but', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'actual', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'traffic', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'monitoring', 'language': 'english', 'confidence': 90, 'is_technical': False}, {'word': 'tools', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'show', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'only', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '30', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'suspicious', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Also', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'WiFi', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'infrastructure', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Ubiquiti', 'language': 'french', 'confidence': 37, 'is_technical': False}, {'word': 'UniFi', 'language': 'unknown', 'confidence': 24, 'is_technical': False}, {'word': '6', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'Enterprise', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'dropping', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'connections', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'randomly', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'users', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'complain', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'internet', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'bati2', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'kol', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'dqiqa', 'language': 'unknown', 'confidence': 12, 'is_technical': False}, {'word': 'tried', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'channel', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'optimization', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'ama', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'المشكلة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'persist', 'language': 'english', 'confidence': 100, 'is_technical': False}]","{'versions': ['7.2.3'], 'ports': ['30', '95']}",87.8,192,Fortinet FortiGate + مشاكل bandwidth + WiFi issues,87.8,Bonne (85-95%),Anglais
11,0,10,0,0,0,{},1,"[{'word': 'Wi', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Fi', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'disconnecting', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'The', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Wi', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Fi', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'keeps', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'disconnecting', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'every', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'few', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'minutes', 'language': 'unknown', 'confidence': 25, 'is_technical': False}]",{},93.18,15,Wi-Fi disconnecting,93.18,Bonne (85-95%),Anglais
11,0,0,11,0,0,{},0,"[{'word': 'كلمة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'السر', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الويفي', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نحب', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نبدل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'كلمة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'السر', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'متاع', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الويفي', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'كيفاش', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نعمل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}]",{},100.0,24,كلمة السر الويفي,100.0,Excellente (95-100%),Arabe
9,4,0,1,1,3,"{'it_abbreviation': 2, 'ports': 1}",0,"[{'word': 'مشكل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'Outlook', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'SMTP', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'Outlook', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'ma', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'yeb3athch', 'language': 'tunisian_latin', 'confidence': 140, 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'SMTP', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': '550', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}]",{'ports': ['550']},100.0,45,مشكل Outlook SMTP,100.0,Excellente (95-100%),Français
9,1,0,8,0,0,{},0,"[{'word': 'برنامج', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'جديد', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نحب', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نركب', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'برنامج', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'جديد', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يلزمني', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'صلاحيات', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'administrateur', 'language': 'french', 'confidence': 100, 'is_technical': False}]",{},100.0,141,برنامج جديد,100.0,Excellente (95-100%),Arabe
13,6,5,0,0,1,{'error_codes': 1},1,"[{'word': 'Erreur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Visual', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Studio', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Bonjour', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': ""j'ai"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'une', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '0x80070005', 'language': 'tech_error_codes', 'confidence': 100, 'is_technical': True}, {'word': 'quand', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': ""j'essaie"", 'language': 'unknown', 'confidence': 22, 'is_technical': False}, {'word': ""d'installer"", 'language': 'english', 'confidence': 90, 'is_technical': False}, {'word': 'Visual', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Studio', 'language': 'english', 'confidence': 100, 'is_technical': False}]","{'error_codes': ['0x80070005'], 'hex_codes': ['0x80070005'], 'memory_addresses': ['0x80070005']}",90.15,151,Erreur Visual Studio,90.15,Bonne (85-95%),Français
7,0,5,0,1,1,{'it_abbreviation': 1},0,"[{'word': 'Blue', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'screen', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'PC', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'y3tini', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'blue', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'screen', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'KERNEL_SECURITY_CHECK_FAILURE', 'language': 'english', 'confidence': 70, 'is_technical': False}]",{},100.0,160,Blue screen,100.0,Excellente (95-100%),Anglais
14,0,0,14,0,0,{},0,"[{'word': 'مشكل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الويفي', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'سلام', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الويفي', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'عندي', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يخدمش', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'كيف', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'كيف', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يقطع', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'كل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'شوية', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'شنوة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الحل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}]",{},100.0,168,مشكل الويفي,100.0,Excellente (95-100%),Arabe
