total_words,french,english,arabic_script,tunisian_latin,technical_codes,tech_details,unknown,word_details,identified_tech_codes,ticket_id,title,confidence
34,16,3,0,0,2,{'ports': 2},13,"[{'word': 'Excel', 'language': 'unknown', 'is_technical': False}, {'word': 'Crash', 'language': 'english', 'is_technical': False}, {'word': 'fichier', 'language': 'french', 'is_technical': False}, {'word': 'spécifique', 'language': 'french', 'is_technical': False}, {'word': 'Bonjour', 'language': 'french', 'is_technical': False}, {'word': 'Excel', 'language': 'unknown', 'is_technical': False}, {'word': '365', 'language': 'tech_ports', 'is_technical': True}, {'word': 'plante', 'language': 'unknown', 'is_technical': False}, {'word': 'systématiquement', 'language': 'french', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': ""l'ouverture"", 'language': 'unknown', 'is_technical': False}, {'word': 'du', 'language': 'french', 'is_technical': False}, {'word': 'fichier', 'language': 'french', 'is_technical': False}, {'word': 'Rapport_Financier_Q4', 'language': 'unknown', 'is_technical': False}, {'word': 'xlsx', 'language': 'unknown', 'is_technical': False}, {'word': 'Le', 'language': 'french', 'is_technical': False}, {'word': 'fichier', 'language': 'french', 'is_technical': False}, {'word': 'fait', 'language': 'unknown', 'is_technical': False}, {'word': '120', 'language': 'tech_ports', 'is_technical': True}, {'word': 'Mo', 'language': 'unknown', 'is_technical': False}, {'word': 'Message', 'language': 'unknown', 'is_technical': False}, {'word': ""d'erreur"", 'language': 'french', 'is_technical': False}, {'word': 'Excel', 'language': 'unknown', 'is_technical': False}, {'word': 'a', 'language': 'english', 'is_technical': False}, {'word': 'rencontré', 'language': 'unknown', 'is_technical': False}, {'word': 'un', 'language': 'french', 'is_technical': False}, {'word': 'problème', 'language': 'french', 'is_technical': False}, {'word': 'et', 'language': 'french', 'is_technical': False}, {'word': 'doit', 'language': 'unknown', 'is_technical': False}, {'word': 'fermer', 'language': 'english', 'is_technical': False}, {'word': 'Avez', 'language': 'french', 'is_technical': False}, {'word': 'vous', 'language': 'french', 'is_technical': False}, {'word': 'une', 'language': 'french', 'is_technical': False}, {'word': 'solution', 'language': 'french', 'is_technical': False}]","{'ports': ['365', '120']}",104,Excel Crash fichier spécifique,61.76
8,0,4,0,2,0,{},2,"[{'word': 'WiFi', 'language': 'english', 'is_technical': False}, {'word': 'DNS', 'language': 'unknown', 'is_technical': False}, {'word': 'error', 'language': 'english', 'is_technical': False}, {'word': 'Wifi', 'language': 'english', 'is_technical': False}, {'word': 'yta7', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'w', 'language': 'unknown', 'is_technical': False}, {'word': 'y3tini', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'DNS_PROBE_FINISHED_NO_INTERNET', 'language': 'english', 'is_technical': False}]",{},48,WiFi DNS error,75.0
16,7,1,0,0,0,{},8,"[{'word': 'Problème', 'language': 'french', 'is_technical': False}, {'word': 'clavier', 'language': 'french', 'is_technical': False}, {'word': 'Le', 'language': 'french', 'is_technical': False}, {'word': 'clavier', 'language': 'french', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'mon', 'language': 'unknown', 'is_technical': False}, {'word': 'portable', 'language': 'unknown', 'is_technical': False}, {'word': 'ne', 'language': 'unknown', 'is_technical': False}, {'word': 'fonctionne', 'language': 'unknown', 'is_technical': False}, {'word': 'plus', 'language': 'french', 'is_technical': False}, {'word': 'correctement', 'language': 'french', 'is_technical': False}, {'word': 'certaines', 'language': 'unknown', 'is_technical': False}, {'word': 'touches', 'language': 'english', 'is_technical': False}, {'word': 'ne', 'language': 'unknown', 'is_technical': False}, {'word': 'répondent', 'language': 'unknown', 'is_technical': False}, {'word': 'pas', 'language': 'unknown', 'is_technical': False}]",{},121,Problème clavier,50.0
11,0,3,0,0,0,{},8,"[{'word': 'Wi', 'language': 'unknown', 'is_technical': False}, {'word': 'Fi', 'language': 'unknown', 'is_technical': False}, {'word': 'disconnecting', 'language': 'english', 'is_technical': False}, {'word': 'The', 'language': 'english', 'is_technical': False}, {'word': 'Wi', 'language': 'unknown', 'is_technical': False}, {'word': 'Fi', 'language': 'unknown', 'is_technical': False}, {'word': 'keeps', 'language': 'unknown', 'is_technical': False}, {'word': 'disconnecting', 'language': 'english', 'is_technical': False}, {'word': 'every', 'language': 'unknown', 'is_technical': False}, {'word': 'few', 'language': 'unknown', 'is_technical': False}, {'word': 'minutes', 'language': 'unknown', 'is_technical': False}]",{},129,Wi-Fi disconnecting,27.27
31,0,0,22,0,7,{'ports': 7},2,"[{'word': 'بطء', 'language': 'arabic_script', 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'is_technical': False}, {'word': 'PostgreSQL', 'language': 'unknown', 'is_technical': False}, {'word': '14', 'language': 'tech_ports', 'is_technical': True}, {'word': '7', 'language': 'tech_ports', 'is_technical': True}, {'word': 'السلام', 'language': 'arabic_script', 'is_technical': False}, {'word': 'عليكم', 'language': 'arabic_script', 'is_technical': False}, {'word': 'قاعدة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'البيانات', 'language': 'arabic_script', 'is_technical': False}, {'word': 'PostgreSQL', 'language': 'unknown', 'is_technical': False}, {'word': '14', 'language': 'tech_ports', 'is_technical': True}, {'word': '7', 'language': 'tech_ports', 'is_technical': True}, {'word': 'بطيئة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'جدا', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الاستعلامات', 'language': 'arabic_script', 'is_technical': False}, {'word': 'تاخد', 'language': 'arabic_script', 'is_technical': False}, {'word': 'أكثر', 'language': 'arabic_script', 'is_technical': False}, {'word': 'من', 'language': 'arabic_script', 'is_technical': False}, {'word': '30', 'language': 'tech_ports', 'is_technical': True}, {'word': 'ثانية', 'language': 'arabic_script', 'is_technical': False}, {'word': 'حجم', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الجدول', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الرئيسي', 'language': 'arabic_script', 'is_technical': False}, {'word': '2', 'language': 'tech_ports', 'is_technical': True}, {'word': '5', 'language': 'tech_ports', 'is_technical': True}, {'word': 'مليون', 'language': 'arabic_script', 'is_technical': False}, {'word': 'سجل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'هل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'محتاجة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'تحسين', 'language': 'arabic_script', 'is_technical': False}, {'word': 'شكرا', 'language': 'arabic_script', 'is_technical': False}]","{'versions': ['2.5', '14.7'], 'ports': ['2', '14', '5', '7', '30']}",176,بطء في PostgreSQL 14.7,93.55
33,3,9,0,3,4,{'ports': 4},14,"[{'word': 'Switch', 'language': 'english', 'is_technical': False}, {'word': 'HP', 'language': 'unknown', 'is_technical': False}, {'word': 'ProCurve', 'language': 'unknown', 'is_technical': False}, {'word': '2530', 'language': 'tech_ports', 'is_technical': True}, {'word': 'problem', 'language': 'english', 'is_technical': False}, {'word': 'ahla', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'switch', 'language': 'english', 'is_technical': False}, {'word': 'HP', 'language': 'unknown', 'is_technical': False}, {'word': 'ProCurve', 'language': 'unknown', 'is_technical': False}, {'word': '2530', 'language': 'tech_ports', 'is_technical': True}, {'word': '24G', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'ports', 'language': 'unknown', 'is_technical': False}, {'word': '15', 'language': 'tech_ports', 'is_technical': True}, {'word': 'w', 'language': 'unknown', 'is_technical': False}, {'word': '16', 'language': 'tech_ports', 'is_technical': True}, {'word': 'ma', 'language': 'unknown', 'is_technical': False}, {'word': 'ye5dmuch', 'language': 'english', 'is_technical': False}, {'word': 'LED', 'language': 'english', 'is_technical': False}, {'word': 'orange', 'language': 'unknown', 'is_technical': False}, {'word': 'dayma', 'language': 'unknown', 'is_technical': False}, {'word': '7awelt', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'reboot', 'language': 'unknown', 'is_technical': False}, {'word': 'ama', 'language': 'unknown', 'is_technical': False}, {'word': 'ma', 'language': 'unknown', 'is_technical': False}, {'word': 'n9arech', 'language': 'english', 'is_technical': False}, {'word': 'est', 'language': 'french', 'is_technical': False}, {'word': 'ce', 'language': 'unknown', 'is_technical': False}, {'word': 'que', 'language': 'french', 'is_technical': False}, {'word': 'hardware', 'language': 'english', 'is_technical': False}, {'word': 'failure', 'language': 'unknown', 'is_technical': False}, {'word': 'need', 'language': 'english', 'is_technical': False}, {'word': 'help', 'language': 'english', 'is_technical': False}, {'word': 'urgent', 'language': 'french', 'is_technical': False}]","{'ports': ['15', '2530', '16']}",182,Switch HP ProCurve 2530 problem,57.58
13,3,2,0,0,0,{},8,"[{'word': 'Connexion', 'language': 'french', 'is_technical': False}, {'word': 'VPN', 'language': 'unknown', 'is_technical': False}, {'word': 'Je', 'language': 'french', 'is_technical': False}, {'word': ""n'arrive"", 'language': 'unknown', 'is_technical': False}, {'word': 'pas', 'language': 'unknown', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'me', 'language': 'unknown', 'is_technical': False}, {'word': 'connecter', 'language': 'english', 'is_technical': False}, {'word': 'au', 'language': 'unknown', 'is_technical': False}, {'word': 'VPN', 'language': 'unknown', 'is_technical': False}, {'word': 'depuis', 'language': 'french', 'is_technical': False}, {'word': 'chez', 'language': 'english', 'is_technical': False}, {'word': 'moi', 'language': 'unknown', 'is_technical': False}]",{},8,Connexion VPN,38.46
10,0,7,0,0,1,{'ports': 1},2,"[{'word': 'Printer', 'language': 'english', 'is_technical': False}, {'word': 'jammed', 'language': 'english', 'is_technical': False}, {'word': 'The', 'language': 'english', 'is_technical': False}, {'word': 'printer', 'language': 'english', 'is_technical': False}, {'word': 'in', 'language': 'english', 'is_technical': False}, {'word': 'room', 'language': 'unknown', 'is_technical': False}, {'word': '204', 'language': 'tech_ports', 'is_technical': True}, {'word': 'is', 'language': 'english', 'is_technical': False}, {'word': 'jammed', 'language': 'english', 'is_technical': False}, {'word': 'again', 'language': 'unknown', 'is_technical': False}]",{'ports': ['204']},18,Printer jammed,80.0
14,4,0,0,0,0,{},10,"[{'word': 'Antivirus', 'language': 'unknown', 'is_technical': False}, {'word': 'expiré', 'language': 'unknown', 'is_technical': False}, {'word': ""J'ai"", 'language': 'french', 'is_technical': False}, {'word': 'besoin', 'language': 'unknown', 'is_technical': False}, {'word': ""d'une"", 'language': 'unknown', 'is_technical': False}, {'word': 'mise', 'language': 'unknown', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'jour', 'language': 'unknown', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'mon', 'language': 'unknown', 'is_technical': False}, {'word': 'antivirus', 'language': 'unknown', 'is_technical': False}, {'word': 'il', 'language': 'french', 'is_technical': False}, {'word': 'est', 'language': 'french', 'is_technical': False}, {'word': 'expiré', 'language': 'unknown', 'is_technical': False}]",{},125,Antivirus expiré,28.57
10,0,7,0,0,1,{'ports': 1},2,"[{'word': 'Printer', 'language': 'english', 'is_technical': False}, {'word': 'jammed', 'language': 'english', 'is_technical': False}, {'word': 'The', 'language': 'english', 'is_technical': False}, {'word': 'printer', 'language': 'english', 'is_technical': False}, {'word': 'in', 'language': 'english', 'is_technical': False}, {'word': 'room', 'language': 'unknown', 'is_technical': False}, {'word': '204', 'language': 'tech_ports', 'is_technical': True}, {'word': 'is', 'language': 'english', 'is_technical': False}, {'word': 'jammed', 'language': 'english', 'is_technical': False}, {'word': 'again', 'language': 'unknown', 'is_technical': False}]",{'ports': ['204']},132,Printer jammed,80.0
24,11,1,0,0,0,{},12,"[{'word': 'Ordinateur', 'language': 'french', 'is_technical': False}, {'word': 'ne', 'language': 'unknown', 'is_technical': False}, {'word': ""s'allume"", 'language': 'unknown', 'is_technical': False}, {'word': 'plus', 'language': 'french', 'is_technical': False}, {'word': 'Bonjour', 'language': 'french', 'is_technical': False}, {'word': 'mon', 'language': 'unknown', 'is_technical': False}, {'word': 'ordinateur', 'language': 'french', 'is_technical': False}, {'word': 'ne', 'language': 'unknown', 'is_technical': False}, {'word': ""s'allume"", 'language': 'unknown', 'is_technical': False}, {'word': 'plus', 'language': 'french', 'is_technical': False}, {'word': 'du', 'language': 'french', 'is_technical': False}, {'word': 'tout', 'language': 'unknown', 'is_technical': False}, {'word': 'depuis', 'language': 'french', 'is_technical': False}, {'word': 'ce', 'language': 'unknown', 'is_technical': False}, {'word': 'matin', 'language': 'french', 'is_technical': False}, {'word': ""J'ai"", 'language': 'french', 'is_technical': False}, {'word': 'essayé', 'language': 'unknown', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'le', 'language': 'french', 'is_technical': False}, {'word': 'brancher', 'language': 'english', 'is_technical': False}, {'word': 'ailleurs', 'language': 'unknown', 'is_technical': False}, {'word': 'rien', 'language': 'unknown', 'is_technical': False}, {'word': ""n'y"", 'language': 'unknown', 'is_technical': False}, {'word': 'fait', 'language': 'unknown', 'is_technical': False}]",{},166,Ordinateur ne s'allume plus,50.0
56,3,19,7,3,1,{'ports': 1},23,"[{'word': 'DISASTER', 'language': 'english', 'is_technical': False}, {'word': 'Oracle', 'language': 'unknown', 'is_technical': False}, {'word': 'DB', 'language': 'unknown', 'is_technical': False}, {'word': '19c', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'backup', 'language': 'english', 'is_technical': False}, {'word': 'corruption', 'language': 'french', 'is_technical': False}, {'word': 'network', 'language': 'english', 'is_technical': False}, {'word': 'chaos', 'language': 'english', 'is_technical': False}, {'word': 'MAYDAY', 'language': 'unknown', 'is_technical': False}, {'word': 'MAYDAY', 'language': 'unknown', 'is_technical': False}, {'word': 'Complete', 'language': 'unknown', 'is_technical': False}, {'word': 'system', 'language': 'english', 'is_technical': False}, {'word': 'meltdown', 'language': 'unknown', 'is_technical': False}, {'word': 'Oracle', 'language': 'unknown', 'is_technical': False}, {'word': 'Database', 'language': 'english', 'is_technical': False}, {'word': '19c', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'crashed', 'language': 'english', 'is_technical': False}, {'word': 'with', 'language': 'english', 'is_technical': False}, {'word': 'ORA', 'language': 'unknown', 'is_technical': False}, {'word': '00600', 'language': 'tech_ports', 'is_technical': True}, {'word': 'error', 'language': 'english', 'is_technical': False}, {'word': 'و', 'language': 'arabic_script', 'is_technical': False}, {'word': 'automatic', 'language': 'unknown', 'is_technical': False}, {'word': 'recovery', 'language': 'unknown', 'is_technical': False}, {'word': 'failed', 'language': 'english', 'is_technical': False}, {'word': 'Backup', 'language': 'english', 'is_technical': False}, {'word': 'validation', 'language': 'french', 'is_technical': False}, {'word': 'shows', 'language': 'english', 'is_technical': False}, {'word': 'corruption', 'language': 'french', 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الـ', 'language': 'arabic_script', 'is_technical': False}, {'word': 'RMAN', 'language': 'unknown', 'is_technical': False}, {'word': 'files', 'language': 'unknown', 'is_technical': False}, {'word': 'وهذا', 'language': 'arabic_script', 'is_technical': False}, {'word': 'means', 'language': 'unknown', 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'is_technical': False}, {'word': 'عندناش', 'language': 'arabic_script', 'is_technical': False}, {'word': 'clean', 'language': 'unknown', 'is_technical': False}, {'word': 'backup', 'language': 'english', 'is_technical': False}, {'word': 'منذ', 'language': 'arabic_script', 'is_technical': False}, {'word': 'last', 'language': 'unknown', 'is_technical': False}, {'word': 'week', 'language': 'unknown', 'is_technical': False}, {'word': 'Also', 'language': 'unknown', 'is_technical': False}, {'word': 'network', 'language': 'english', 'is_technical': False}, {'word': 'infrastructure', 'language': 'unknown', 'is_technical': False}, {'word': 'going', 'language': 'english', 'is_technical': False}, {'word': 'crazy', 'language': 'unknown', 'is_technical': False}, {'word': 'switches', 'language': 'english', 'is_technical': False}, {'word': 'Cisco', 'language': 'unknown', 'is_technical': False}, {'word': 'C9300', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'series', 'language': 'unknown', 'is_technical': False}, {'word': 'randomly', 'language': 'english', 'is_technical': False}, {'word': 'rebooting', 'language': 'english', 'is_technical': False}, {'word': 'fiber', 'language': 'english', 'is_technical': False}, {'word': 'connections', 'language': 'unknown', 'is_technical': False}, {'word': 'unstable', 'language': 'unknown', 'is_technical': False}]",{'ports': ['00600']},194,DISASTER: Oracle DB 19c + backup corruption + network chaos!!,58.93
43,24,2,0,0,0,{},17,"[{'word': 'Problème', 'language': 'french', 'is_technical': False}, {'word': 'imprimante', 'language': 'french', 'is_technical': False}, {'word': 'bureau', 'language': 'french', 'is_technical': False}, {'word': 'Bonjour', 'language': 'french', 'is_technical': False}, {'word': ""l'imprimante"", 'language': 'unknown', 'is_technical': False}, {'word': 'du', 'language': 'french', 'is_technical': False}, {'word': 'service', 'language': 'unknown', 'is_technical': False}, {'word': 'RH', 'language': 'unknown', 'is_technical': False}, {'word': 'ne', 'language': 'unknown', 'is_technical': False}, {'word': 'fonctionne', 'language': 'unknown', 'is_technical': False}, {'word': 'plus', 'language': 'french', 'is_technical': False}, {'word': 'depuis', 'language': 'french', 'is_technical': False}, {'word': 'ce', 'language': 'unknown', 'is_technical': False}, {'word': 'matin', 'language': 'french', 'is_technical': False}, {'word': 'Quand', 'language': 'french', 'is_technical': False}, {'word': ""j'essaie"", 'language': 'unknown', 'is_technical': False}, {'word': ""d'imprimer"", 'language': 'english', 'is_technical': False}, {'word': 'elle', 'language': 'french', 'is_technical': False}, {'word': 'fait', 'language': 'unknown', 'is_technical': False}, {'word': 'du', 'language': 'french', 'is_technical': False}, {'word': 'bruit', 'language': 'unknown', 'is_technical': False}, {'word': 'mais', 'language': 'french', 'is_technical': False}, {'word': 'rien', 'language': 'unknown', 'is_technical': False}, {'word': 'ne', 'language': 'unknown', 'is_technical': False}, {'word': 'sort', 'language': 'unknown', 'is_technical': False}, {'word': 'Pouvez', 'language': 'unknown', 'is_technical': False}, {'word': 'vous', 'language': 'french', 'is_technical': False}, {'word': 'venir', 'language': 'french', 'is_technical': False}, {'word': 'voir', 'language': 'french', 'is_technical': False}, {'word': ""s'il"", 'language': 'french', 'is_technical': False}, {'word': 'vous', 'language': 'french', 'is_technical': False}, {'word': 'plaît', 'language': 'unknown', 'is_technical': False}, {'word': ""C'est"", 'language': 'french', 'is_technical': False}, {'word': 'urgent', 'language': 'french', 'is_technical': False}, {'word': 'car', 'language': 'unknown', 'is_technical': False}, {'word': ""j'ai"", 'language': 'french', 'is_technical': False}, {'word': 'des', 'language': 'french', 'is_technical': False}, {'word': 'contrats', 'language': 'unknown', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'imprimer', 'language': 'english', 'is_technical': False}, {'word': 'pour', 'language': 'french', 'is_technical': False}, {'word': 'demain', 'language': 'french', 'is_technical': False}, {'word': 'Merci', 'language': 'french', 'is_technical': False}]",{},56,Problème imprimante bureau,60.47
31,3,3,0,10,0,{},15,"[{'word': 'mochkla', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'fel', 'language': 'unknown', 'is_technical': False}, {'word': 'imprimante', 'language': 'french', 'is_technical': False}, {'word': 'ahla', 'language': 'tunisian_latin', 'is_technical': False}, {'word': ""l'imprimante"", 'language': 'unknown', 'is_technical': False}, {'word': 'ma', 'language': 'unknown', 'is_technical': False}, {'word': 't5ademch', 'language': 'english', 'is_technical': False}, {'word': 'mel', 'language': 'unknown', 'is_technical': False}, {'word': 'sb7', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'kol', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'marra', 'language': 'unknown', 'is_technical': False}, {'word': 'n7awel', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'netba3', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'taamel', 'language': 'unknown', 'is_technical': False}, {'word': 'sout', 'language': 'unknown', 'is_technical': False}, {'word': 'w', 'language': 'unknown', 'is_technical': False}, {'word': 'ma', 'language': 'unknown', 'is_technical': False}, {'word': 'y5rojch', 'language': 'english', 'is_technical': False}, {'word': '7atta', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'warqa', 'language': 'unknown', 'is_technical': False}, {'word': 'n7taj', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'netba3', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'des', 'language': 'french', 'is_technical': False}, {'word': 'documents', 'language': 'unknown', 'is_technical': False}, {'word': 'importants', 'language': 'unknown', 'is_technical': False}, {'word': 'lyoum', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'momken', 'language': 'unknown', 'is_technical': False}, {'word': 'tjou', 'language': 'unknown', 'is_technical': False}, {'word': 'tchoufou', 'language': 'english', 'is_technical': False}, {'word': 'merci', 'language': 'french', 'is_technical': False}, {'word': 'bcp', 'language': 'unknown', 'is_technical': False}]",{},92,mochkla fel imprimante,51.61
21,3,6,0,1,2,{'ports': 2},9,"[{'word': 'SAP', 'language': 'unknown', 'is_technical': False}, {'word': 'crash', 'language': 'english', 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'is_technical': False}, {'word': '500', 'language': 'tech_ports', 'is_technical': True}, {'word': 'Bonjour', 'language': 'french', 'is_technical': False}, {'word': 'IT', 'language': 'english', 'is_technical': False}, {'word': 'el', 'language': 'unknown', 'is_technical': False}, {'word': 'système', 'language': 'unknown', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'paie', 'language': 'unknown', 'is_technical': False}, {'word': 'crash', 'language': 'english', 'is_technical': False}, {'word': 'mta3', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'SAP', 'language': 'unknown', 'is_technical': False}, {'word': 'ne', 'language': 'unknown', 'is_technical': False}, {'word': 'répond', 'language': 'unknown', 'is_technical': False}, {'word': 'pas', 'language': 'unknown', 'is_technical': False}, {'word': 'Error', 'language': 'english', 'is_technical': False}, {'word': '500', 'language': 'tech_ports', 'is_technical': True}, {'word': 'Internal', 'language': 'unknown', 'is_technical': False}, {'word': 'Server', 'language': 'english', 'is_technical': False}, {'word': 'Error', 'language': 'english', 'is_technical': False}]",{'ports': ['500']},115,SAP crash erreur 500,57.14
9,1,0,5,0,1,{'error_codes': 1},2,"[{'word': 'مشكل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'is_technical': False}, {'word': 'يبعثش', 'language': 'arabic_script', 'is_technical': False}, {'word': 'المايلات', 'language': 'arabic_script', 'is_technical': False}, {'word': 'يعطيني', 'language': 'arabic_script', 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'is_technical': False}, {'word': '0x800ccc0e', 'language': 'tech_error_codes', 'is_technical': True}]","{'error_codes': ['0x800ccc0e'], 'hex_codes': ['0x800ccc0e'], 'memory_addresses': ['0x800ccc0e']}",25,مشكل Outlook,77.78
11,0,0,11,0,0,{},0,"[{'word': 'كلمة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'السر', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الويفي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نحب', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نبدل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'كلمة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'السر', 'language': 'arabic_script', 'is_technical': False}, {'word': 'متاع', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الويفي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'كيفاش', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نعمل', 'language': 'arabic_script', 'is_technical': False}]",{},138,كلمة السر الويفي,100.0
8,0,4,0,2,0,{},2,"[{'word': 'WiFi', 'language': 'english', 'is_technical': False}, {'word': 'DNS', 'language': 'unknown', 'is_technical': False}, {'word': 'error', 'language': 'english', 'is_technical': False}, {'word': 'Wifi', 'language': 'english', 'is_technical': False}, {'word': 'yta7', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'w', 'language': 'unknown', 'is_technical': False}, {'word': 'y3tini', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'DNS_PROBE_FINISHED_NO_INTERNET', 'language': 'english', 'is_technical': False}]",{},162,WiFi DNS error,75.0
35,0,2,21,0,8,{'ports': 8},4,"[{'word': 'خطأ', 'language': 'arabic_script', 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'is_technical': False}, {'word': 'Apache', 'language': 'english', 'is_technical': False}, {'word': '2', 'language': 'tech_ports', 'is_technical': True}, {'word': '4', 'language': 'tech_ports', 'is_technical': True}, {'word': '54', 'language': 'tech_ports', 'is_technical': True}, {'word': 'أهلا', 'language': 'arabic_script', 'is_technical': False}, {'word': 'عندي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'مشكلة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'is_technical': False}, {'word': 'Apache', 'language': 'english', 'is_technical': False}, {'word': '2', 'language': 'tech_ports', 'is_technical': True}, {'word': '4', 'language': 'tech_ports', 'is_technical': True}, {'word': '54', 'language': 'tech_ports', 'is_technical': True}, {'word': 'على', 'language': 'arabic_script', 'is_technical': False}, {'word': 'Ubuntu', 'language': 'unknown', 'is_technical': False}, {'word': '22', 'language': 'tech_ports', 'is_technical': True}, {'word': '04', 'language': 'tech_ports', 'is_technical': True}, {'word': 'الخطأ', 'language': 'arabic_script', 'is_technical': False}, {'word': 'SSL_ERROR_RX_RECORD_TOO_LONG', 'language': 'unknown', 'is_technical': False}, {'word': 'يظهر', 'language': 'arabic_script', 'is_technical': False}, {'word': 'كل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'مرة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'حاولت', 'language': 'arabic_script', 'is_technical': False}, {'word': 'أغير', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الإعدادات', 'language': 'arabic_script', 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'is_technical': False}, {'word': 'ssl', 'language': 'unknown', 'is_technical': False}, {'word': 'conf', 'language': 'unknown', 'is_technical': False}, {'word': 'بس', 'language': 'arabic_script', 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نجحتش', 'language': 'arabic_script', 'is_technical': False}, {'word': 'محتاج', 'language': 'arabic_script', 'is_technical': False}, {'word': 'مساعدة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'عاجلة', 'language': 'arabic_script', 'is_technical': False}]","{'versions': ['22.04', '2.4.54'], 'ports': ['2', '04', '4', '22', '54']}",175,خطأ في Apache 2.4.54,88.57
